color,shape,flag,i,u,v,w,x
green,triangle,0,209117,0.8783766193667714,0.7581210435585213,0.4836238433355995,6.347874058559537
red,square,0,209165,0.4616893914921477,0.4020793914327204,0.4868109611944463,3.731669480356746
green,square,0,209200,0.4676881398040288,0.3614626383306794,0.5064596558928773,7.53678961725901
purple,square,0,209250,0.003288508756311259,0.37258634553111547,0.5090223484494167,7.8797081122471715
red,circle,1,209307,0.28169183849623547,0.35325889859005005,0.5299929210108116,5.257460163808932
purple,triangle,0,209311,0.22744564505544673,0.01797650860414257,0.5150959385291496,3.9702671128207303
red,triangle,0,209386,0.11385261206982633,0.7112402721658284,0.4807881101613337,3.6070149711306825
red,triangle,1,209398,0.24562050029077143,0.5667948818409958,0.4823912935527294,5.318367451031023
yellow,triangle,1,209475,0.8646126546477628,0.7269447179629449,0.5108291726212594,6.127638586274023
blue,triangle,0,209489,0.28285200570649505,0.44071482628593517,0.5117921578186385,5.617456132495323
purple,triangle,0,209519,0.5116390379078616,0.20550452018540133,0.5208510624740549,4.257767862398783
purple,square,0,209615,0.30569947982029155,0.5156799057005967,0.5062834710742717,4.690419238125075
blue,triangle,0,209622,0.11068557008179569,0.4080695094558585,0.519796870395737,5.883800571929169
yellow,circle,1,209625,0.4148384583187227,0.8118160101737696,0.508391018785099,6.8992589282084635
blue,square,1,209638,0.4156682416469647,0.7155029979934212,0.5249391655564007,5.847298248959041
yellow,circle,1,209692,0.7240730664440489,0.0954108405747085,0.5044075596455153,5.037988878444145
green,triangle,1,209701,0.5087711655657692,0.06299897744361416,0.4884523462606048,3.6194235062659352
blue,circle,1,209715,0.10748851742570942,0.0014886830387470518,0.4907899756522415,5.147129598869486
blue,square,1,209743,0.1618700266561418,0.6596619275167799,0.524413037415482,4.829632618636293
yellow,circle,0,209834,0.8686333417471753,0.50451916147296,0.5074582137491923,4.0389301492297305
red,square,0,209880,0.07179086871991747,0.9050221786221867,0.49902452767173505,5.091848248050398
red,circle,0,209898,0.35849557351478467,0.3915700830767817,0.5155711207779339,3.6279069388602547
yellow,square,1,209954,0.3249074585870637,0.2479354812604172,0.5259007413477471,3.357312046934293
red,triangle,0,209977,0.8210388188038518,0.9264560839274985,0.48545525122054833,5.609078239739397
purple,square,0,210010,0.24400549338973887,0.6547900624259892,0.5078061180717653,6.473465250282286
blue,square,0,210055,0.804545068195525,0.2789632809940058,0.5196698875390361,5.502505953539515
yellow,triangle,1,210085,0.8138352630566955,0.11122173080521858,0.49303627323372623,4.683369931910622
red,square,0,210147,0.9657149301527435,0.7428716583258956,0.5032588575145742,4.462343563546749
orange,circle,1,210255,0.10824346659361117,0.6491374613453533,0.5173534861487004,5.391252279044385
blue,square,1,210261,0.24649880760239262,0.8185152468253247,0.5141870302109653,4.178383701874165
purple,triangle,0,210285,0.5274644404495278,0.7818800869208066,0.5200456145894452,4.884359859641973
yellow,square,1,210289,0.45982570719156546,0.7337423103803807,0.5334233891285076,4.221368007350595
red,triangle,0,210300,0.1966558378102382,0.1743411435069091,0.49505755338398205,4.727620489120925
red,triangle,0,210308,0.29013441804420415,0.4064257468993786,0.4942541475690011,4.386534253977956
orange,circle,1,210336,0.06427892830620807,0.22422462687582723,0.5161064980027307,3.4951627649894914
blue,square,1,210379,0.9595843180167247,0.8671714148718568,0.5119868162119788,4.448008039947396
red,triangle,0,210391,0.2870316302780749,0.4983034146991252,0.5019647692225542,5.921212951787301
red,square,0,210414,0.24613963773420355,0.572736625081269,0.5109733583358478,3.215723923036521
red,triangle,0,210420,0.7813207520755331,0.20543488540258859,0.5061264507399164,6.08319233906244
red,triangle,1,210430,0.6920020237888898,0.4893271280139224,0.502908749361798,7.265798781059612
orange,square,1,210484,0.28317050051236914,0.49130353724990683,0.48848619157769246,3.1488280930860593
blue,circle,0,210489,0.8561224052634198,0.4562308168928856,0.5037671325222282,5.551551588427199
red,square,0,210494,0.5628059609004298,0.20943837510989205,0.5182431387140615,6.700325702707506
purple,square,0,210506,0.39186894725720134,0.08228497730591156,0.5001365786428994,3.706860725633853
yellow,square,1,210510,0.32327567693788806,0.45532141332280684,0.5406603950169535,5.588945394944036
blue,square,0,210675,0.6256881072073424,0.3891003035192553,0.5071510914559967,3.793276830317215
blue,triangle,1,210709,0.37268630015463755,0.5455657642318807,0.5145877170362394,4.991480220852533
blue,circle,1,210774,0.1835088190477302,0.5343635866979393,0.49927038122453643,4.797613930176628
red,square,0,210780,0.22987643851528983,0.49272629871419515,0.5112880476053994,5.7474335839157575
yellow,square,1,210797,0.31004041847254893,0.3329373137909095,0.5439369602175674,4.086360975101474
red,circle,1,210849,0.9811332712167679,0.8960659018648415,0.5073426387967269,1.9611268845333025
green,triangle,0,210899,0.4311882306596425,0.8325541188326202,0.48651932154831173,3.5983701162626844
red,square,1,210929,0.7306542063394752,0.22269600400426715,0.5073063634045416,5.52869525607922
purple,triangle,1,210932,0.3740099087593247,0.45264429799441397,0.5062449830672904,6.8644775356862135
red,square,1,210960,0.3530223697771485,0.6936746785846358,0.5101431886014118,4.048246868319073
yellow,circle,1,210975,0.6678818956496095,0.6516547484612618,0.4974515489237669,5.101765929996367
yellow,circle,1,210981,0.877382563604881,0.5996579632656069,0.4943612587598006,5.464626776304558
green,square,0,211010,0.2977352298702497,0.5271662993559357,0.5043446098555483,5.34349681998629
red,triangle,1,211031,0.12109722011885438,0.7452757819258516,0.49064068573003666,4.369828803162965
yellow,circle,1,211050,0.9851396425761609,0.8378277502380294,0.49369530588921406,5.537998970979634
green,triangle,1,211057,0.5594474558227601,0.39579981340682346,0.4905472397301975,4.092668411095752
yellow,square,1,211087,0.2064235767216892,0.2942198804985633,0.5571095786148189,4.881917301545466
blue,triangle,0,211110,0.5061839741257745,0.7132032834589251,0.517434473287979,6.6176137456898765
blue,square,1,211145,0.5372127914061164,0.31798545221307706,0.5071770871208023,6.088877668388487
purple,square,0,211175,0.7924483105949925,0.44831963157256793,0.49915589445469194,3.8437634952087847
green,square,0,211194,0.31087680147123486,0.3733745090476206,0.5038560361860169,6.14863942793151
red,square,1,211281,0.20272583129062705,0.6957814450139853,0.5129421098600568,3.1604750234820975
red,triangle,0,211334,0.3110456644051389,0.1558679238461611,0.5061670312869957,4.0281842690507945
blue,square,0,211357,0.9633969839586846,0.22304038836166473,0.5040612215693834,4.34465914745054
yellow,triangle,1,211372,0.6843520205393837,0.48417356096788566,0.4996658609448684,5.994467966549343
green,square,1,211442,0.9615799148129933,0.48658794096284974,0.5037533065690141,5.910504420571343
green,circle,0,211445,0.6264750602597915,0.2151004100276106,0.49961881545835995,4.727481468034974
blue,square,1,211489,0.7989463108882865,0.993872833141726,0.5025051060500516,4.069860493171828
yellow,circle,0,211537,0.04007150493350675,0.8237919779094752,0.4913434132278825,4.7788667141447805
red,square,0,211576,0.853290114858519,0.8038525580475187,0.513076299428633,3.7162116616489436
red,circle,1,211620,0.7016969630728233,0.7355050769359464,0.5114210771160882,3.567562764483307
red,square,1,211651,0.6142088505930275,0.2488087445693039,0.5141705076112492,4.933548477358564
green,square,1,211712,0.35789294966397756,0.8703650300510167,0.5018347035919932,5.509126230497068
red,square,0,211752,0.3623009008963618,0.6518411581855592,0.520569596785157,6.269230702829037
green,triangle,0,211756,0.05844508921521008,0.7781592117631798,0.4818110430768114,7.964834790823628
yellow,triangle,1,211820,0.975387275234549,0.14607131683150198,0.5027421726947764,4.472918452294312
red,triangle,0,211899,0.5282407509990881,0.9197960692754503,0.5015631149952023,4.44603180596086
red,circle,0,211902,0.8997669834819321,0.9749021276369567,0.5107372219724358,4.825488009866284
green,circle,0,211975,0.10829075707431379,0.8195452548847731,0.4995022715506293,5.323340194644703
yellow,square,1,212100,0.5171009635983354,0.28899641033983037,0.5518763386032669,5.09491537089958
blue,triangle,0,212121,0.7162893401083892,0.8895666549128501,0.506362619234255,3.9277790101517778
yellow,square,1,212126,0.08415778887173675,0.9941728940685433,0.5499279220362472,5.30249618071178
yellow,circle,1,212167,0.789087683358848,0.13368795186008475,0.5044222917158122,6.080228577913922
green,square,0,212177,0.7049917627597331,0.2223930407896494,0.5053146309588311,5.519001324619848
red,triangle,0,212180,0.5185683439821897,0.3476523881538963,0.5075482605143149,5.201102669266679
yellow,square,1,212195,0.2170361761863001,0.03005445396804196,0.5556937343880387,2.7005296882404726
blue,square,1,212224,0.0865035276263465,0.7965071532225216,0.49211406753098264,4.452757281322867
green,square,0,212370,0.317697804001168,0.12752552572271403,0.5096292122301531,3.352766497042952
red,circle,0,212443,0.04304297300383053,0.06097411694834907,0.5154980384251677,4.503533593234685
red,square,0,212465,0.7198694290330712,0.8120020333622945,0.5066193785182714,5.694944969883846
blue,square,1,212483,0.5201540248376347,0.008429111686382051,0.4857916647454617,6.503721760550323
green,circle,0,212518,0.6757033967220526,0.04920503523053921,0.49382462826368495,5.709516468045661
red,circle,0,212553,0.05552434224298841,-0.014002814164676677,0.5154461470552877,6.334611672744182
red,square,0,212682,0.5673298724176823,0.8449456446431269,0.5067106788803608,4.900193295727598
red,circle,0,212761,0.8627770030241487,0.9430587269337052,0.5178492838837069,3.324773381565701
green,square,1,212783,0.5239969477822893,0.9754006365455012,0.5070579643594629,4.792201054634316
yellow,square,1,212826,0.8381155409838698,0.6560979478411256,0.5462285870559421,5.388218829027803
red,circle,0,212916,0.7059701122499131,0.6905088822827575,0.5152096889465899,6.5702327462383545
green,circle,0,212932,0.13597642818490763,0.008933755124756804,0.49884502922217605,5.321530606656419
yellow,triangle,0,212990,0.909003968499731,0.36227466045002754,0.49573016749337484,5.249535033378173
red,triangle,1,213023,0.7792729942102359,0.5053521848217665,0.5177893843145196,4.20792721829513
purple,square,0,213147,0.11833542451635248,0.7459885164135419,0.5051044639181268,5.595193816324342
blue,circle,0,213261,0.5036417020163063,0.20742157039852327,0.5302493538504605,4.457831081348835
red,triangle,1,213295,0.23304428739391048,0.010965450734547577,0.4903460167419052,4.705190621096396
red,square,0,213351,0.03981467696482632,0.19104720744757553,0.5031291051859914,4.705398588439117
blue,triangle,0,213363,0.2987122930310858,0.6949354506374711,0.5035787856259482,5.952352512636865
red,square,0,213455,0.07266307733882327,0.2745772820062482,0.49472352156758226,5.4950080494755404
red,triangle,0,213510,0.9073085809127872,0.2691902927780708,0.4946481874826101,5.2705055027985965
yellow,circle,1,213595,0.1284264192876422,0.5459402133636392,0.51100512699488,4.664695906856372
red,circle,0,213598,0.6132150311583803,0.5181246526847756,0.5228090571339126,5.384797895223571
purple,circle,0,213659,0.04326235111608934,0.6137422304173564,0.5048613478323388,6.540953126440567
red,square,1,213690,0.3345546824736423,0.7467622343574337,0.503608741902435,4.151938801502289
yellow,square,1,213771,0.022251531250828016,0.7806857442870315,0.5257402077720859,4.495234036224201
red,square,1,213781,0.4124501538304661,0.18337187519521858,0.49905923374347805,6.2193184717717545
red,square,0,213810,0.8463971868962755,0.4296289814593989,0.5001322843586747,5.228576020499294
purple,triangle,0,213815,0.7460751865123395,0.10709331520471066,0.5121074977443849,5.787749979879276
blue,triangle,1,213864,0.5936766343695294,0.906561121575526,0.5024528115467312,5.485568362223617
red,square,0,213960,0.6479552291518469,0.9890931501309627,0.4961342765882706,3.2400934460174944
red,triangle,1,213985,0.8255870170713169,0.6390300635867779,0.4995129376520485,5.68537479530974
blue,circle,1,214031,0.37736665072404263,0.039952365664955525,0.5370182006037794,6.050619889744202
red,triangle,0,214037,0.9159761208187744,0.9124000608215797,0.49887396133292944,4.082600076653383
blue,triangle,1,214073,0.47371048450981046,0.464403691924149,0.5110519097818691,3.1101925706600686
red,triangle,0,214121,0.7014228219301875,0.3441988119217,0.4964425168114189,3.3533613074818014
red,triangle,0,214148,0.9718156174444482,0.5701224534271866,0.49256474394053706,5.066201152447089
purple,circle,0,214180,0.09937685038703636,0.3417556566201373,0.5007171538088067,5.002896674672233
red,square,0,214217,0.7970969450505384,0.733100502812636,0.5026814529243655,5.54112572883582
blue,triangle,0,214226,0.6744808210268944,0.7889115724226872,0.5125209283952054,6.043335262375385
yellow,square,1,214271,0.30222772430360934,0.8193371200452921,0.5264809712388231,3.6019393748313533
yellow,circle,1,214495,0.7825638143960766,0.5153973349679857,0.5099924176581272,1.7691333573128656
purple,triangle,0,214502,0.34544132963111296,0.7351768724791737,0.516248955752243,3.130958980504314
green,square,0,214574,0.07732321450352886,0.5272848627168378,0.5013575205383178,6.720445838138212
green,square,0,214575,0.5020151016389706,0.5933915790046229,0.5043433998034534,4.4445152100011205
purple,square,0,214678,0.7705950515127238,0.15045227422756768,0.5079471116795059,3.195754737220289
red,triangle,0,214709,0.6321089328055236,0.4891740494631376,0.49809774078676705,4.302372998211033
red,circle,0,214750,0.5777357402100951,0.6179036911309645,0.5211491513146331,3.8952935315000112
green,square,1,214778,0.9999361779701204,0.1740186045369594,0.5122252746891209,3.508542308929412
green,square,0,214802,0.6296248667300545,0.06596337908912542,0.5149911452292064,5.321186164154646
purple,square,0,214821,0.5442543466949902,0.4833185612469808,0.5086589281294314,6.402489243844781
green,triangle,0,214876,0.8725372428037554,0.7805882819676262,0.4894450712255514,6.702477889769
red,circle,1,215002,0.24548714093928314,0.27547871426849185,0.5148379381705622,7.715087543236476
blue,triangle,0,215081,0.4583188188700552,0.923199871892756,0.5078088257113533,6.54443961118649
red,triangle,1,215090,0.7585985137511034,0.8950932595678361,0.5091018110425221,6.221675345334963
red,square,0,215150,0.06755819582194833,0.3007328200785029,0.4975973946247765,7.349860128935579
yellow,triangle,1,215215,0.48554744093841185,0.00928978343668263,0.5015183526199568,5.159322499162008
green,circle,0,215299,0.6685260928461136,0.7899163841948899,0.4956082348335964,6.241982624232588
purple,circle,0,215440,0.7126589004431414,0.9680582347661287,0.5034189303688038,2.480455836223791
red,triangle,1,215499,0.6188493831269095,0.6339438957021969,0.5115982653763845,2.340101421257748
red,square,0,215550,0.09874167367643705,0.48227211011885185,0.489090899530579,5.964936731083792
blue,square,0,215590,0.375533264014133,0.2524577903935834,0.5051295964731044,5.567730145109398
orange,circle,0,215597,0.2174777185936042,0.8786011677515203,0.5285638211878175,5.908393426445126
yellow,circle,1,215788,0.443829852552612,0.6859520889788074,0.5072978518951282,3.439137501119236
yellow,circle,1,215870,0.08245514628573791,0.7225877836250619,0.511052252776385,4.475092158137214
red,square,1,215936,0.6304046103545793,0.4370657018856887,0.48501649764297255,4.8811222636758025
purple,square,0,216025,0.5574418043111553,0.3245319104461557,0.4993988729853276,4.7902909105952345
green,triangle,1,216089,0.3396181693979178,0.49709357064701054,0.486448718696245,5.965996547883935
red,triangle,0,216151,0.3658430788155381,0.69999635639543,0.5090322588349434,4.072571405459782
red,square,1,216303,0.5551153411161501,0.986313668069793,0.49089025823823934,4.499275917557866
purple,triangle,0,216417,0.6243454529276911,0.013941953703447307,0.5055044931746869,6.752169392747628
blue,square,0,216460,0.19570206046322391,0.3243697139214208,0.5211419644940537,6.083066966868021
red,square,0,216497,0.28497844298599617,0.23594270054654964,0.4881248108616436,6.633998830778498
blue,square,1,216620,0.21265392007539652,0.11275837980087833,0.5202841202835982,4.487841095174716
green,square,0,216713,0.2855734704668428,0.7629036434961336,0.5330877132313677,3.399003458023499
purple,square,0,216760,0.03279630420385571,0.4253361333717529,0.4915264259517934,6.0757535526368
red,triangle,1,216845,0.21453609862365663,0.09654734427519795,0.5160653251927467,7.5220416325811215
red,square,1,216855,0.7788261941016054,0.11193394866730921,0.49069095387247047,2.964857188511713
red,square,1,216957,0.21276224882942307,0.8434894350978464,0.49924021433304683,4.1033854776421315
red,triangle,1,216995,0.057789855402812895,0.38681417996008827,0.5203287489629718,5.181712983035236
red,triangle,0,216999,0.6016936536512857,0.7947774880543197,0.5205564575623793,6.802486523060771
yellow,square,1,217025,0.17099094033580542,0.11783126262287535,0.5126831590242893,4.612637315365357
yellow,square,1,217045,0.6109987340035941,0.5389870546151903,0.5106363576158865,5.823334546899578
green,circle,1,217067,0.2464271224405592,0.5190300049522176,0.4886719958545684,5.513482563991414
green,triangle,1,217115,0.05560941293547561,0.7563505478151175,0.4883312298107751,4.285572423716245
red,square,0,217144,0.40048148673061734,0.02427467707505393,0.49634154357136356,3.8658492203827923
green,square,1,217204,0.4865996275601915,0.253335622085325,0.5282102705122441,5.74439352175034
red,triangle,0,217210,0.10947260546641757,0.3824336220967226,0.5293630557643787,4.3698131102209
purple,triangle,0,217227,0.1831057652639978,0.20996065131648944,0.5075695137803501,7.202913231742464
yellow,square,1,217345,0.4940864913496311,0.14604766440206818,0.5174455710929828,2.3542807923551377
red,square,1,217355,0.269540599587923,0.5448965124859114,0.49282210092251383,5.537091943390234
yellow,circle,1,217377,0.9159790379726092,0.37523795421438744,0.524319175230883,4.267359989715481
red,triangle,0,217395,0.3686506265463694,0.5668733945095445,0.5321224133202799,5.0080222415824975
red,square,0,217429,0.10450691071498597,0.7728890236460418,0.49325301834616636,4.091809742605316
yellow,triangle,1,217445,0.722302011195158,0.331032286474518,0.5194704870129169,4.349261596403674
red,triangle,1,217520,0.16436080173867562,0.3096968203615481,0.5224236863738517,4.952048077307234
blue,circle,0,217563,0.3256066078530232,0.9261831505485677,0.5413039843095864,6.837155921143882
red,circle,0,217590,0.26785192844622885,0.29202398791511974,0.5101730373631388,5.280859188628382
blue,circle,1,217600,0.664222767046329,0.3949386668630649,0.5408299529686497,2.6598816707652935
purple,circle,0,217624,0.052333802258738515,0.046906736262193216,0.4884477312907292,3.9584894405872384
yellow,square,1,217644,0.6060689964742009,0.8196299647976067,0.5140253089594942,4.281993627549725
purple,square,0,217670,0.6133972331910711,0.021598151701481716,0.5031963010702043,2.4477506978773564
green,circle,0,217731,0.7295203740570595,0.7614624369012326,0.48338079265400624,6.482068009908247
yellow,circle,1,217762,0.11427225576595679,0.12046847790249071,0.5300989056202788,4.0435713310099715
red,square,0,217925,0.2569282143086494,0.8356955248973711,0.49988988227987496,5.758029889276149
red,square,0,218055,0.4066651579035613,0.9821252098088572,0.4971325892932626,3.8355844366644285
blue,circle,0,218127,0.25813215119938915,0.44812223117479943,0.5468063458142752,2.071753655903521
blue,square,0,218215,0.8990438947452044,0.7932354106497107,0.478281459440448,5.309069073068615
green,square,0,218275,0.7477088100417613,0.6741243723476034,0.5244962909214225,2.7085672551848745
red,triangle,0,218348,0.16739577193567756,0.7848173059476037,0.5387387788747922,3.3126789418956775
red,square,1,218380,0.12117516414786389,0.2360233631803369,0.4927785293749649,4.201575280207279
blue,circle,0,218386,0.9194345322835871,0.18270434299753824,0.5480053700986861,4.197437995599496
blue,triangle,1,218461,0.7918251417402319,0.9985440814769564,0.5153980684316232,4.076983037941575
red,circle,1,218565,0.21906571058540392,0.1776774746383532,0.5221753029891931,6.040025216206015
red,triangle,0,218566,0.9253279125896651,0.22517805432802462,0.5283695741538778,3.8790026347750497
green,square,0,218574,0.7317008955916852,0.689787084674138,0.5169706828448152,5.4379745180684305
red,triangle,1,218690,0.3299945615037232,0.8872983606718703,0.5203576185354666,6.034626076559896
blue,square,0,218697,0.14780028281573,0.27491866587876024,0.47443949836759736,4.870244417503868
purple,circle,0,218810,0.17936303377288854,0.1436998550948676,0.48755600944216687,3.663137378160956
red,square,1,218820,0.09472711154976643,0.07947471553826624,0.5151653874708529,6.038494901522024
red,triangle,0,218878,0.058055975409571414,0.9983985077857104,0.5225126018826308,5.25940132628363
green,triangle,0,218884,0.8234163326320727,0.4287532297801402,0.4634462697525716,7.350481789269177
blue,square,0,218965,0.311214771225637,0.02107475184991836,0.47102739175469466,5.228169691312015
purple,square,0,218967,0.4178057527277276,0.7267418213089127,0.48635754559521877,5.562730898972807
blue,square,0,219067,0.4340500185082796,0.5600062577845731,0.4691320375662904,4.60105608981731
blue,triangle,1,219090,0.3880227798134268,0.15106213659034995,0.5189008882115655,3.92126341719537
purple,square,0,219134,0.3208522998794402,0.6024271158202898,0.4876176838995849,5.172424232628977
purple,triangle,0,219135,0.7368537409381595,0.24481331432747888,0.5120765560164056,5.5720435534912065
green,square,0,219185,0.3179061411787266,0.4929006814215642,0.5221893060928178,5.766094654781486
yellow,triangle,1,219204,0.9957624841248772,0.19989853802903979,0.5254515915885394,4.250999465020429
red,square,0,219242,0.8185568465311813,0.980985487530177,0.5164551481216141,3.7970403802077013
purple,circle,0,219279,0.23981274115974716,0.3599397660674801,0.48795907681975387,6.031291187545109
red,triangle,0,219404,0.6113618174906779,0.33657526355508605,0.5188482545853158,5.956198917780778
yellow,square,1,219422,0.43582170157434985,0.19905567878401975,0.5184715360454498,6.16835431728062
blue,circle,1,219430,0.22252270157150522,0.5302693249479362,0.5383136678634378,4.207656833298322
purple,circle,0,219437,0.1509900370436299,0.1678352120633062,0.49264854335407765,3.2513583593560096
yellow,triangle,1,219448,0.22433523884019957,0.10069412898125463,0.519623353752461,4.816280759718293
red,circle,0,219482,0.24232911273806235,0.1540012608889147,0.5250532861788867,4.21436664653267
yellow,circle,1,219601,0.959586012999079,0.6159726932360294,0.5417432523021469,5.3879090971619705
red,square,0,219621,0.5261377191454589,0.5369543069604715,0.5009948314214691,4.692850087583764
red,square,0,219633,0.21518247740388474,0.769381146325305,0.5031148812119657,4.7969709781084715
red,circle,0,219721,0.22727336629829564,0.2278034519943851,0.5263233877133829,6.441483382443116
red,circle,0,219750,0.14663023492980587,0.08575644111019984,0.5289998568347268,5.263940163320825
red,square,0,219779,0.5980035085951542,0.8188135506007557,0.5027243827823769,5.077626097902214
blue,square,1,219866,0.7998007760559414,0.48489428203215756,0.46860017547310107,5.666085785503477
green,square,0,219924,0.3290523041564759,0.4725386783499458,0.5143102645987679,3.3311889694198515
red,circle,0,219930,0.24955223690952666,0.2795037136983582,0.5335114153384782,5.739299320684356
green,triangle,0,219947,0.8668030782212506,0.8277101521033546,0.464487421690664,5.485884144057658
red,triangle,1,219958,0.5740800375972737,0.17376072787838903,0.5276546779207952,5.852438211575425
green,circle,0,220042,0.3411172798153771,0.9730140099804664,0.5120873063388043,3.7628249219959984
red,square,0,220205,0.15125408828859999,0.855852819576754,0.4709566216015036,5.633358901100782
red,circle,0,220223,0.2122875847334743,0.29920367143837723,0.5267012942189114,4.141742693628934
yellow,triangle,1,220264,0.9197673005755368,0.9903860499594775,0.5221330145104475,5.264595956426461
green,triangle,1,220352,0.46015174216033383,0.7864259897436401,0.4661422429080584,4.000848835103448
red,square,0,220389,0.28309021515022303,0.44095392917397835,0.4760124800701126,5.146890721598369
blue,circle,0,220393,0.7262537212988904,0.009454147229661647,0.5329253232395388,7.119014471227797
orange,square,1,220506,0.09707919217155736,0.06119442269828457,0.5115570910791472,4.970416187446491
yellow,square,1,220538,0.7921432366484691,0.2879939326546813,0.5173829969361902,4.966238748741917
purple,triangle,0,220614,0.24515658015980557,0.7458623388261014,0.5089056150059037,4.005710167740754
blue,triangle,1,220618,0.37255244182543634,0.4661842922625885,0.5117032157671845,5.464494944873894
red,circle,1,220669,0.3128838894629171,0.2507526158915925,0.5234867057757788,5.090334848558721
red,triangle,0,220894,0.9472068592621746,0.9004707124866083,0.5282594020561011,6.940393571300796
red,circle,0,220963,0.553522123705715,0.4757932194359984,0.5183056079562443,5.265288955854104
green,square,0,221077,0.23803052733996388,0.31886085535855424,0.4858553372710511,4.037327637892786
purple,square,0,221105,0.8310620088678032,0.8002604338765056,0.5011875570174721,5.606741438839616
blue,circle,1,221120,0.8959460851903286,0.9101141138264954,0.5325983322620735,5.561768665497113
red,circle,1,221167,0.7561612376678916,0.7319007512574625,0.5265758235617998,3.0859138544839158
green,triangle,0,221283,0.8816500699096232,0.11597815421053359,0.46795557880044064,5.341317078444804
blue,square,0,221429,0.5330166763628916,0.22155951925639394,0.4733414630845997,4.225798186511307
yellow,circle,1,221545,0.5055612332304337,0.7148802174379841,0.5305230755024368,3.8124055750730625
blue,square,0,221570,0.10451706428413021,0.28791827095029365,0.47667793795343166,5.635233046020487
red,square,0,221635,0.5191891059195163,0.7621392226051875,0.48239674973933916,4.992093323347892
green,triangle,1,221693,0.5194168874962816,0.6178439837946711,0.459980457165933,4.412632675932382
blue,square,1,221722,0.8759146828188182,0.4941540313853715,0.48344527618670596,6.610840828068064
yellow,circle,1,221725,0.8809150845492812,0.39249131279324656,0.5311835451023484,3.7856582081391257
red,circle,0,221875,0.8021276509013373,0.7573027582660581,0.518636305855153,3.5597809758185637
red,square,0,221885,0.4787161503774482,0.44449729493545076,0.493148755903377,6.004312971559493
blue,square,1,221955,0.004118706243226522,0.02513800294555546,0.4894725345334817,4.856908050965396
orange,circle,0,221963,0.2742200716671289,0.6328099318331863,0.518605025877578,5.945956069870239
orange,circle,1,221979,0.3284172795899255,0.4899180226956167,0.519783822356765,4.5617227268033576
red,square,0,221980,0.32009268523941015,0.3814163904037119,0.4908694830921067,4.611924787845079
red,triangle,0,222193,0.24027257183837814,0.21818158482375527,0.5132458986916885,4.3591820550187395
red,square,1,222223,0.7571303069622878,0.3517997580679546,0.4874351362441344,4.857781650917474
yellow,circle,1,222275,0.6319772746950029,0.6430990365761307,0.5233896886414907,3.87082362282355
purple,square,0,222337,0.026836543269280422,0.7893267098230756,0.495334904743655,3.7770625386085506
red,square,0,222505,0.06563573510369158,0.2484899718074014,0.49634022267762407,4.85578441358611
red,square,0,222532,0.7506982661163093,0.9296261595719112,0.491456898126784,5.711361713133169
blue,square,1,222536,0.8526918346098192,0.006090631709906091,0.485245940378111,5.480425823297286
blue,circle,0,222556,0.17556779407921252,0.8544916101479395,0.5248266370320656,4.591712339305005
yellow,square,1,222629,0.6138055226175024,0.2518408899858746,0.5202899004327896,5.068783420458643
blue,circle,0,222634,0.32842430586019467,0.49808305418701226,0.5247939727367301,5.185844779531198
red,circle,1,222831,0.7562262035901754,0.6997822237419802,0.5280998430297158,3.0998295171443986
red,square,0,222840,0.20670391642095465,0.1240047571423365,0.475555549283771,5.6103992702153755
red,circle,0,222920,0.7438403991426628,0.7267588754181725,0.5274991530869191,4.628048673728366
red,square,0,222925,0.6636353241567207,0.28128898438023553,0.4806459917753007,5.588665257037561
red,circle,1,222940,0.07016479646839524,0.015863532280976873,0.5221312273135886,4.791019138048099
red,triangle,0,222973,0.9567737501912198,0.980436914124649,0.49587813963819216,2.4907338638786114
orange,square,1,223130,0.48830064593906375,0.2993852388787641,0.509927679394459,2.8454961409041584
blue,circle,1,223151,0.42558802690355557,0.9393782393189878,0.52115813084553,4.938382049792471
yellow,triangle,1,223160,0.6395688201639387,0.7843029303915384,0.5313066272788163,5.730611522272919
red,circle,1,223171,0.36790591261093386,0.33705188498522076,0.5154340522183124,4.721844087566265
red,square,0,223245,0.0456118055634096,0.2042686380129506,0.47505074609138426,7.512377938810837
red,circle,0,223278,0.3579242999769078,0.2777509205825483,0.5205527196274308,5.663197859271363
blue,square,1,223320,0.6288702108731512,0.8910028672750042,0.48877388218574824,6.404309758663504
yellow,square,1,223321,0.10269788103089272,0.7923037298789898,0.5178956397322221,4.674234728629004
green,triangle,1,223325,0.9320728801982129,0.6636949374775633,0.47807593928535586,5.030582498624928
green,square,0,223430,0.5705052364288866,0.5423147982199279,0.5007490792280032,4.999141534061898
red,square,0,223435,0.4834685687045257,0.4548189570417823,0.4738343189308736,3.9379547987633785
yellow,square,1,223443,0.9549118451890415,0.9651575275886732,0.5135915510756244,6.291247850816909
yellow,square,1,223454,0.08960186475911591,0.7684575550314768,0.5139196703212905,5.341828374514144
green,circle,0,223473,0.619023283596957,0.3523073846645306,0.49174690296899976,4.77248127957025
yellow,circle,1,223571,0.2855480023002085,0.7450927731261932,0.5235022102880714,4.854784657440374
yellow,circle,1,223610,0.36778939287893353,0.2908808967359484,0.5248896981033209,6.583085414673263
red,square,0,223641,0.3696571044240461,0.47309836773508906,0.46826596740550164,6.743447125253634
yellow,circle,1,223724,0.9965576878403373,0.6109026547640025,0.5201658756555807,5.402179928596834
